Unit,Plot,Species,myc.species.type,myc.legacy.type,Num.,Tag ID,REALGrowth,Prox
14,7,TIAM,EcM,EcM,5,14_7 TIAM_5,0.167551467,Edge
14,7,TIAM,EcM,EcM,6,14_7 TIAM_6,2.12057325,Edge
14,7,TIAM,EcM,EcM,7,14_7 TIAM_7,2.617991667,Edge
14,7,TIAM,EcM,EcM,8,14_7 TIAM_8,0.073303767,Center
14,7,TIAM,EcM,EcM,10,14_7 TIAM_10,0.654497917,Center
14,7,TIAM,EcM,EcM,11,14_7 TIAM_11,-108.9149983,Center
14,7,TIAM,EcM,EcM,13,14_7 TIAM_13,-5.068431867,Center
14,7,TIAM,EcM,EcM,14,14_7 TIAM_14,0,Edge
14,7,TIAM,EcM,EcM,15,14_7 TIAM_15,0,Center
14,7,TIAM,EcM,EcM,16,14_7 TIAM_16,0,Center
