Plot.Myc.Legacy,Species.Myc.Type,Unit,Position,Species,Identifier.1,corrected.percent.C,corrected.percent.N,C:N,C13.corrected,N15.corrected
AM,AM,8_1,Center,PRSE,8_1 C PRSE,49.34344421,3.780403655,13.05242739,-30.19606311,2.507238882
AM,AM,8_1,Center,PRSE,8_1 C PRSE,49.17953155,3.963294084,12.40875153,-29.74778016,3.77859783
AM,AM,8_1,Center,PRSE,8_1 C PRSE,49.27476289,3.700269514,13.31653349,-29.9791714,3.078077279
AM,AM,8_1,Edge,ACRU,8_1 E ACRU,49.47320192,1.828965098,27.0498338,-31.1907345,-0.849842966
AM,AM,8_1,Edge,ACRU,8_1 E ACRU,49.45286428,1.985638423,24.90527163,-31.99017474,1.802378138
AM,AM,8_1,Edge,ACRU,8_1 E ACRU,47.9868848,1.964123396,24.43170571,-30.26630681,-1.052512651
AM,AM,8_1,Center,ACRU,8_1 C ACRU,48.64973541,1.909280581,25.48066319,-31.02644671,3.422434185
AM,AM,8_1,Center,ACRU,8_1 C ACRU,45.39512278,2.710558072,16.74751899,-29.58371479,1.031594952
AM,AM,8_1,Center,ACRU,8_1 C ACRU,50.07575911,2.342338611,21.37853122,-30.44479802,1.893069055
AM,AM,8_1,Center,ACRU,8_1 C ACRU,72.52893556,2.892702262,25.0730732,-31.98841424,1.621888998
AM,AM,8_1,Center,ACRU,8_1 C ACRU,65.26124837,2.787771706,23.40982521,-29.97584763,4.823201442
AM,EcM,8_1,Edge,TIAM,8_1 E TIAM,22.05069707,1.193551525,18.47485978,-29.20435784,1.523547562
AM,EcM,8_1,Edge,TIAM,8_1 E TIAM,48.45507772,2.325332179,20.83791647,-30.1139721,2.679107191
AM,EcM,8_1,Edge,TIAM,8_1 E TIAM,44.74902263,3.151885211,14.19754199,-29.21926576,0.565540385
AM,EcM,8_1,Center,TIAM,8_1 C TIAM,44.88563642,1.989514723,22.56109789,-29.0273675,0.806685321
AM,EcM,8_1,Center,TIAM,8_1 C TIAM,45.24814239,2.098428515,21.56287053,-28.72437218,3.568077904
AM,EcM,8_1,Edge,QURU,8_1 E QURU,46.25464875,2.115143915,21.86832226,-28.07318103,2.401195262
AM,EcM,8_1,Edge,QURU,8_1 E QURU,47.1630628,3.065449984,15.38536366,-28.19545779,2.30148844
AM,EcM,8_1,Edge,QURU,8_1 E QURU,46.82834907,2.842202702,16.47607648,-28.23898767,2.64626192
AM,EcM,8_1,Edge,QURU,8_1 E QURU,47.13075356,2.517344621,18.72240819,-28.85062515,1.548583889
AM,EcM,8_1,Edge,QURU,8_1 E QURU,45.99555387,2.348441021,19.58556909,-28.12915611,2.024218439
AM,EcM,8_1,Edge,QURU,8_1 E QURU,48.13134305,3.309479117,14.54347991,-27.72284176,0.963706704
AM,EcM,8_1,Edge,QURU,8_1 E QURU,46.37592911,2.389428784,19.40879319,-29.02725912,1.418367996
AM,EcM,10_5,Edge,BELE,10_5 E BELE,48.52670971,2.85576247,16.9925581,-30.7766348,3.060688921
AM,EcM,10_5,Edge,BELE,10_5 E BELE,48.67180099,2.96556423,16.412324,-31.1569507,3.0115397
EcM,EcM,14_7,Center,CACO,14_7 C CACO,49.66023648,2.527487213,19.64806636,-27.55144221,1.475119437
EcM,AM,14_7,Edge,ACSA,14_7 E ACSA,49.79655396,1.608592253,30.95660436,-25.82023376,2.413670054
EcM,AM,14_7,Edge,ACSA,14_7 E ACSA,47.04255407,2.023930715,23.24316427,-29.65773478,5.987529806
EcM,AM,14_7,Edge,ACSA,14_7 E ACSA,47.37093632,1.900726675,24.92253985,-28.9382455,3.678359546
EcM,AM,14_7,Edge,ACSA,14_7 E ACSA,47.74937933,1.836645573,25.99814576,-28.54040944,2.684795283
EcM,AM,14_7,Edge,ACSA,14_7 E ACSA,47.25465928,2.011956086,23.4869238,-29.09190805,5.046835506
EcM,AM,14_7,Edge,PRSE,14_7 E PRSE,47.49810974,3.108736087,15.27891349,-30.97626165,4.72165353
EcM,EcM,14_7,Edge,PRSE,14_7 E PRSE,49.15526355,4.956202466,9.917928876,-30.09336833,6.925538073
EcM,EcM,14_7,Edge,CACO,14_7 E CACO,49.4564839,2.093329491,23.62575223,-28.9368096,1.815884201
EcM,EcM,14_7,Edge,QURU,14_7 E QURU,47.77243806,2.483578305,19.23532588,-29.45223542,6.61580135
EcM,EcM,14_7,Edge,QURU,14_7 E QURU,48.64777471,2.458757814,19.78550894,-27.73580293,5.640158013
EcM,EcM,14_7,Center,QURU,14_7 C QURU,48.53458131,2.569883263,18.88590895,-24.693546,3.9312136
EcM,AM,14_6,Center,PRSE,14_6 C PRSE,48.79274981,4.168489775,11.70513842,-31.10421555,2.67247545
EcM,AM,14_6,Edge,NYSY,14_6 E NYSY,46.18176789,1.932504016,23.89737228,-29.01234065,1.518562332
EcM,AM,14_6,Edge,NYSY,14_6 E NYSY,46.34525311,2.344817085,19.76497587,-29.62332145,3.562230242
EcM,EcM,14_6,Center,QURU,14_6 C QURU,48.25300299,2.166450505,22.27283886,-30.15740212,4.359649315
EcM,EcM,14_6,Edge,QURU,14_6 E QURU,47.71988021,2.91220326,16.38617773,-29.81367393,5.574831333
EcM,EcM,14_6,Edge,QURU,14_6 E QURU,47.47554779,2.870317715,16.54017168,-30.76747688,6.029145366
EcM,EcM,14_6,Edge,QURU,14_6 E QURU,48.49732941,2.432083881,19.94064834,-27.94208959,4.825201476
EcM,EcM,14_6,Center,TIAM,14_6 C TIAM,43.90351518,3.427386858,12.80961764,-29.18717056,2.157950789
EcM,AM,14_6,Center,ACRU,14_6 C ACRU,49.40990803,2.160234123,22.87247827,-32.50659836,2.140555948
EcM,AM,14_6,Center,ACRU,14_6 C ACRU,49.07495162,2.115132109,23.20183756,-31.92149764,4.247341647
EcM,AM,14_6,Center,ACRU,14_6 C ACRU,48.60359622,2.480603748,19.59345431,-32.15619493,3.155610851
EcM,AM,14_6,Edge,ACRU,14_6 E ACRU,48.7766605,1.931505264,25.25318539,-32.76742103,1.137984745
EcM,AM,14_6,Edge,PRSE,14_6 E PRSE,49.5912149,3.767410379,13.16321024,-30.19173961,3.187467135
EcM,AM,14_6,Edge,PRSE,14_6 E PRSE,49.19508646,2.003580998,24.55358008,-27.69146273,3.848430261
EcM,EcM,14_6,Edge,CACO,14_6 E CACO,46.9051356,1.918964562,24.44293997,-28.49053042,-0.863325649
EcM,EcM,14_6,Edge,CACO,14_6 E CACO,46.96834431,2.191381776,21.43320932,-28.08364789,-1.379075061
EcM,EcM,14_6,Center,CACO,14_6 C CACO,48.72287042,2.419171696,20.14031105,-29.26897679,3.446720864
EcM,EcM,14_7,Edge,TIAM,14_7 E TIAM,44.51548274,2.994936108,14.86358344,-31.88664232,4.448793651
EcM,AM,14_5,Center,NYSY,14_5 C NYSY,47.03174132,2.432762051,19.33265167,-30.57018796,5.97520676
AM,EcM,10_5,Edge,CACO,10_5 E CACO,45.95017778,2.487843168,18.46988523,-29.80686481,1.32545273
AM,EcM,3_5,Edge,QURU,3_5 QURU E,50.12949072,2.121322824,23.63124091,-28.92959213,4.703562101
AM,EcM,3_5,Edge,QURU,3_5 QURU E,49.75646767,2.085526582,23.85798776,-29.65915705,4.082985996
AM,EcM,3_5,Edge,QURU,3_5 QURU E,50.44195961,2.216331412,22.75921342,-29.77826501,5.892234908
AM,EcM,3_5,Center,TIAM,3_5 C TIAM,49.60131802,2.404795568,20.62600193,-29.53578134,2.902390849
AM,EcM,3_5,Center,TIAM,3_5 C TIAM,49.03788293,1.920529488,25.53352252,-28.23658626,2.981458154
AM,EcM,3_5,Center,TIAM,3_5 C TIAM,50.20990481,2.097799587,23.93455749,-29.85140664,2.495318484
AM,EcM,3_5,Edge,TIAM,3_5 E TIAM,48.84840223,2.325548483,21.00511023,-30.50404332,1.471147043
AM,EcM,3_5,Edge,TIAM,3_5 E TIAM,49.13335421,3.099997162,15.84948361,-29.57285406,1.118493852
AM,EcM,3_5,Edge,TIAM,3_5 E TIAM,48.39324166,3.129002377,15.46602905,-30.89252246,2.270222668
AM,EcM,3_5,Center,BELE,3_5 C BELE,52.9656647,3.368419076,15.72419094,-31.84817476,1.720823418
AM,EcM,3_5,Edge,BELE,3_5 E BELE,50.59359012,3.357363805,15.06943931,-31.70383027,1.35072963
AM,EcM,3_5,Center,CACO,3_5 C CACO,48.87509584,2.589344245,18.87547241,-27.91967688,0.698868266
AM,EcM,3_5,Center,CACO,3_5 C CACO,49.35132669,2.417574395,20.41357106,-27.58868447,2.476606071
AM,EcM,3_5,Center,CACO,3_5 C CACO,49.69885488,2.199695368,22.59351709,-29.25313127,1.74486375
AM,EcM,3_5,Edge,CACO,3_5 E CACO,49.95699394,1.830506256,27.29135384,-28.01566002,1.445495261
AM,EcM,3_5,Edge,CACO,3_5 E CACO,49.69060961,1.88533183,26.35642639,-28.29066006,1.280847463
AM,EcM,3_5,Edge,CACO,3_5 E CACO,49.93183962,1.794171652,27.83002372,-28.24388283,1.939345908
AM,AM,3_5,Edge,ACRU,3_5 E ACRU,52.70211023,1.755860629,30.01497348,-32.72983241,1.17360908
AM,AM,3_5,Edge,ACRU,3_5 E ACRU,52.2521525,2.08809706,25.02381402,-32.95191677,1.094468474
AM,AM,3_5,Edge,ACRU,3_5 E ACRU,52.13448339,2.131719498,24.4565401,-32.45358518,1.433398624
AM,AM,3_5,Edge,ACRU,3_5 E ACRU,52.30449216,1.743719799,29.99592721,-32.35574189,1.565719795
AM,AM,3_5,Edge,PRSE,3_5 E PRSE,50.67349795,2.933796434,17.27232925,-30.70594418,2.447411731
AM,AM,3_5,Edge,PRSE,3_5 E PRSE,50.87660187,2.783450873,18.27824675,-30.97757917,1.924932045
AM,AM,3_5,Edge,PRSE,3_5 E PRSE,50.80811708,3.434936937,14.79157202,-30.87192747,2.957290651
AM,AM,3_5,Edge,PRSE,3_5 E PRSE,50.63953159,3.719996818,13.61278895,-30.86702904,3.04368716
AM,AM,3_5,Edge,PRSE,3_5 E PRSE,51.57137665,2.504407265,20.59224847,-31.5983414,1.231137357
AM,AM,3_5,Edge,ACSA,3_5 E ACSA,49.6174953,2.141651544,23.16786567,-29.99138001,0.980140974
AM,AM,3_5,Edge,ACSA,3_5 E ACSA,48.17075391,2.119593678,22.7264095,-30.44811868,1.367776646
AM,AM,3_5,Edge,ACSA,3_5 E ACSA,49.78974048,1.903502504,26.15690831,-29.70473511,1.47650423
AM,AM,3_5,Edge,ACSA,3_5 E ACSA,49.71450639,1.772444221,28.04855905,-28.10298471,0.010088479
AM,AM,3_5,Edge,NYSY,3_5 E NYSY,49.74866098,2.18739192,22.74336873,-29.11720977,4.288675018
AM,AM,3_5,Edge,NYSY,3_5 E NYSY,49.61086368,2.150822462,23.06599664,-28.75379886,4.217826846
AM,AM,3_5,Edge,NYSY,3_5 E NYSY,50.24837259,2.804052782,17.91990968,-29.3634775,3.349809738
AM,AM,3_5,Edge,NYSY,3_5 E NYSY,49.78462989,2.110846965,23.58514413,-29.28791911,4.467433219
AM,AM,3_5,Center,ACRU,3_5 C ACRU,50.67082989,2.751217689,18.41760109,-31.00238059,1.457940013
AM,AM,3_5,Center,ACRU,3_5 C ACRU,51.90811229,1.834511433,28.29533322,-31.32974697,1.274986482
AM,AM,3_5,Center,ACRU,3_5 C ACRU,51.64606997,1.641682324,31.45923497,-31.24759211,0.940076888
AM,AM,3_5,Center,ACRU,3_5 C ACRU,50.54912143,2.482193606,20.3646973,-30.81635363,-0.084377185
AM,AM,3_5,Center,ACRU,3_5 C ACRU,51.83980912,2.465114269,21.02937368,-30.84151247,3.236969993
AM,AM,3_5,Center,PRSE,3_5 C PRSE,50.76823561,3.773609881,13.45349339,-31.13216662,3.06629742
AM,AM,3_5,Center,PRSE,3_5 C PRSE,51.4817891,3.763371223,13.67969994,-30.62479363,0.935216045
AM,AM,3_5,Center,PRSE,3_5 C PRSE,50.86640138,3.98753086,12.75636557,-31.08903915,1.46188302
EcM,AM,14_7,Center,ACRU,14_7 C ACRU,48.85950604,2.681931417,18.21802963,-32.15405096,2.774180622
AM,AM,3_5,Center,ACSA,3_5 C ACSA,49.68527478,2.111474257,23.53108243,-28.93191317,0.200282122
AM,AM,3_5,Center,ACSA,3_5 C ACSA,49.6508995,2.047778131,24.24622997,-29.62539636,0.217990029
AM,AM,3_5,Center,NYSY,3_5 C NYSY,48.96801671,2.081314418,23.52744799,-29.69402589,2.022857033
AM,AM,3_5,Center,NYSY,3_5 C NYSY,50.07143613,2.967085397,16.87563027,-28.92553588,3.726957807
AM,EcM,2_9,Edge,QURU,2_9 E QURU,48.99212707,2.37316256,20.64423563,-29.7315012,4.226838111
AM,EcM,2_9,Edge,QURU,2_9 E QURU,49.12952643,2.500493453,19.64793244,-29.67116283,4.044401302
AM,EcM,2_9,Edge,QURU,2_9 E QURU,49.1832273,2.006386989,24.51333046,-27.96941941,4.980202401
AM,EcM,2_9,Center,TIAM,2_9 C TIAM,48.74301575,3.150388823,15.47206344,-28.99260928,1.587302536
AM,EcM,2_9,Center,TIAM,2_9 C TIAM,48.66530383,2.870579619,16.95312804,-29.12681043,2.079286991
AM,EcM,2_9,Center,BELE,2_9 C BELE,49.74347994,3.198125988,15.55394632,-31.79497402,3.953019279
AM,EcM,2_9,Center,BELE,2_9 C BELE,50.06585961,2.54673408,19.65884857,-31.58059592,2.110405025
AM,EcM,2_9,Center,BELE,2_9 C BELE,49.77749121,2.608514377,19.08269766,-31.54302319,1.057387227
AM,EcM,2_9,Edge,TIAM,2_9 E TIAM,47.61623122,2.968776733,16.03900714,-29.99099588,1.826850405
AM,EcM,2_9,Edge,TIAM,2_9 E TIAM,48.44109084,2.982521829,16.24165509,-28.91301145,1.766583998
AM,EcM,2_9,Edge,TIAM,2_9 E TIAM,47.88674859,3.253240904,14.71970567,-28.90701715,1.703918493
AM,EcM,2_9,Edge,BELE,2_9 E BELE,49.70254094,3.069533986,16.19221066,-31.33221953,2.952432552
AM,EcM,2_9,Edge,BELE,2_9 E BELE,48.80152719,2.951587918,16.5339907,-31.69125822,2.584238601
AM,EcM,2_9,Edge,BELE,2_9 E BELE,49.01053749,2.775612782,17.65755577,-31.32149866,1.604804453
AM,EcM,2_9,Center,QURU,2_9 C QURU,50.24407299,2.758875823,18.21179212,-28.00494837,4.019183328
AM,EcM,2_9,Center,QURU,2_9 C QURU,49.48345418,2.76521648,17.89496574,-28.31726966,2.23960641
